PlaceReference,Status,Name,Address,LGA
601240,Entered,"Centenary Pool Complex","400 Gregory Terrace, Spring Hill","Brisbane City Council"
600594,Entered,"Central Congregational Church Manse","21 Quarry Street, Ipswich","Ipswich City Council"
600379,Entered,"Central Court","39 - 49 Lake Street, Cairns","Cairns Regional Council"
600830,Entered,"Central Hotel","140 High Street, Stanthorpe","Southern Downs Regional Council"
600073,Entered,"Central Railway Station","270 Ann Street, Brisbane City","Brisbane City Council"
600747,Entered,"Central State School","44 Morgan Street, Mount Morgan","Rockhampton Regional Council"
602488,Entered,"Central Sugar Mill Ruins","Old Mill Road, Yengarie","Fraser Coast Regional Council"
601821,Entered,"Challinor Centre","11 Salisbury Road, Ipswich, Ipswich","Ipswich City Council"
602816,Entered,"Chapel of St Peter's Lutheran College, Indooroopilly","66 Harts Road, Indooroopilly","Brisbane City Council"
650242,Entered,"Chapel Street Bridge","Chapel Street, Ravenswood","Charters Towers Regional Council"
602368,Entered,"Charleville Railway Station","King Street, Charleville","Murweh Shire Council"
600758,Entered,"Charleville War Memorial","Edward Street, Charleville","Murweh Shire Council"
600082,Entered,"Charlotte House","139 - 145 Charlotte Street, Brisbane City","Brisbane City Council"
602739,Entered,"Charters Towers Airfield Bore Sight Range and Compass Swinging Platform","Corinda Avenue, Charters Towers","Charters Towers Regional Council"
602846,Entered,"Charters Towers Central State School","39-47 High Street, Charters Towers","Charters Towers Regional Council"
600403,Entered,"Charters Towers Court House","28 Hodgkinson Street, Charters Towers","Charters Towers Regional Council"
602221,Entered,"Charters Towers Gold Mine Shafts and Remains","Stubley Street, Charters Towers","Charters Towers Regional Council"
600411,Entered,"Charters Towers Masonic Lodge","20 Ryan Street, Charters Towers","Charters Towers Regional Council"
600401,Entered,"Charters Towers Police Station","49 Gill Street, Charters Towers","Charters Towers Regional Council"
600047,Entered,"Chateau Nous","1 Rupert Terrace, Ascot","Brisbane City Council"
602340,Entered,"Chelmer Police College (former)","17 Laurel Avenue, Chelmer","Brisbane City Council"
601517,Entered,"Cherry Gully Tunnel","Warwick - Stanthorpe Line, Silverwood","Southern Downs Regional Council"
600620,Entered,"Childers Court House","Churchill Street, Childers","Bundaberg Regional Council"
600619,Entered,"Childers Post Office (former)","Bruce Highway, Childers","Bundaberg Regional Council"
600621,Entered,"Childers QATB (former)","69 Churchill Street, Childers","Bundaberg Regional Council"
600613,Entered,"Childers RSLA Club","55 Churchill Street, Childers","Bundaberg Regional Council"
600675,Entered,"Chillagoe Smelters","Mareeba Mining District, Chillagoe","Mareeba Shire Council"
600011,Entered,Chinatown,"Herberton Road, Atherton","Tablelands Regional Council"
602079,Entered,"Chinese Temple and Settlement Site","Off Gulf Development Road, Croydon","Croydon Shire Council"
601661,Entered,"Christ Church Anglican Church","Cannon Street, St Lawrence","Isaac Regional Council"
601799,Entered,"Christ Church Tingalpa and Burial Ground","1341 Wynnum Road, Tingalpa","Brisbane City Council"
601994,Entered,"Christ Church, Childers","Macrossan Street, Childers","Bundaberg Regional Council"
600252,Entered,"Christ Church","9 Chippendall Street, Milton","Brisbane City Council"
600077,Entered,"Church House","417 Ann Street, Brisbane City","Brisbane City Council"
601245,Entered,"Church of Christ, Charters Towers","Anne Street, Charters Towers","Charters Towers Regional Council"
602532,Entered,"Church of Saint Ignatius Loyola","50 Grove Street, Toowong","Brisbane City Council"
600054,Entered,"Cintra House","23 Boyd Street, Bowen Hills","Brisbane City Council"
600161,Entered,"City International Duty Free","86 Queen Street, Brisbane City","Brisbane City Council"
600557,Entered,"City View Hotel","277 Brisbane Street, Ipswich","Ipswich City Council"
600398,Entered,"Civic Club","36 Ryan Street, Charters Towers","Charters Towers Regional Council"
601592,Entered,Clancholla,"25 Ward Street, Rockhampton","Rockhampton Regional Council"
600589,Entered,Claremont,"1A Milford Street, Ipswich","Ipswich City Council"
602214,Entered,"Classic Cinema","963 Stanley Street, East Brisbane","Brisbane City Council"
602452,Entered,"Clayfield House","8 London Road, Clayfield","Brisbane City Council"
602756,Entered,"Clermont Cemetery","Cemetery  Road, Clermont","Isaac Regional Council"
601130,Entered,"Cleveland Hotel (former)","109 Shore Street North, Cleveland","Redland City Council"
600772,Entered,"Cleveland Lighthouse (former)","Shore Street North, Cleveland Point","Redland City Council"
645608,Entered,"Cleveland No.1 Cemetery","11 Lisa Street, Cleveland","Redland City Council"
601933,Entered,"Cleveland Police Station and Court House (former)","1 Passage Street, Cleveland","Redland City Council"
600814,Entered,"Clewett's Building (former)","250 Quay Street, Rockhampton","Rockhampton Regional Council"
600857,Entered,"Clifford House","120 Russell Street, Toowoomba","Toowoomba Regional Council"
601650,Entered,"Cliffside Apartments","76 Lower River Terrace, Kangaroo Point","Brisbane City Council"
602186,Entered,"Cliveden Mansions","17 Gregory Terrace, Spring Hill","Brisbane City Council"
600953,Entered,Cloisters,"8 Locke Street, Warwick","Southern Downs Regional Council"
600415,Entered,"Cloncurry Court House","42-48 Daintree Street, Cloncurry","Cloncurry Shire Council"
600416,Entered,"Cloncurry Post Office","47 Scarr Street, Cloncurry","Cloncurry Shire Council"
601485,Entered,"Coen Carrier Station (former)","Coleman Close, Coen","Cook Shire Council"
650029,Entered,"Colinton War Memorial","cnr D'Aguilar Highway and Emu Creek Road, Colinton","Somerset Regional Council"
602257,Entered,"Collingwood Water Race","To be determined, Rossville","Cook Shire Council"
600296,Entered,"Collins Place","271 Grey Street, South Brisbane","Brisbane City Council"
602730,Entered,"Collinsville Cemetery","Collinsville-Scottville Road, Collinsville","Whitsunday Regional Council"
602771,Entered,"Colonsay Farm (former Doolong Farm)","125 Doolong Road, Kawungan","Fraser Coast Regional Council"
650030,Entered,"Combined Services Detailed Interrogation Centre (former)","9 Lambert Road, Indooroopilly","Brisbane City Council"
602692,Entered,"Comino's Arcade","133-137 Redcliffe Parade, Redcliffe","Moreton Bay Regional Council"
600363,Entered,"Commercial Bank of Sydney (former)","191-193 Bourbong Street, Bundaberg","Bundaberg Regional Council"
600810,Entered,"Commercial Hotel and Chambers (former)","230 Quay Street, Rockhampton","Rockhampton Regional Council"
600176,Entered,"Commissariat Store (former)","115-127 William Street, Brisbane City","Brisbane City Council"
601822,Entered,"Commissioner Bidwill's Grave","Cran Road, Tinana","Fraser Coast Regional Council"
602465,Entered,"Commonwealth Acetate of Lime Factory (former)","82 Colmslie Road, Morningside","Brisbane City Council"
600746,Entered,"Commonwealth Bank (former)","38 Morgan Street, Mount Morgan","Rockhampton Regional Council"
601338,Entered,"Commonwealth Bank Building (former)","114 Goondoon Street, Gladstone","Gladstone Regional Council"
602471,Entered,"Commonwealth Bank of Australia (former)","272-278 Flinders Street, Townsville","Townsville City Council"
600671,Entered,"Commonwealth Bank of Australia","63 Victoria Street, Mackay","Mackay Regional Council"
600064,Entered,"Commonwealth Government Offices","232 Adelaide Street, Brisbane City","Brisbane City Council"
600932,Entered,"Commonwealth Offices","42 Sturt Street, Townsville","Townsville City Council"
600479,Entered,"Community Centre","19 Cedar Street, Yungaburra","Tablelands Regional Council"
600740,Entered,"Community Hall, Camooweal","Barkly Highway, Camooweal","Mount Isa City Council"
601474,Entered,Como,"88 Kadumba Street, Yeronga","Brisbane City Council"
600869,Entered,"Concordia College Administration Centre","154 Stephen Street, Harristown, Toowoomba","Toowoomba Regional Council"
600346,Entered,Conon,"29 Conon Street, Lutwyche","Brisbane City Council"
602689,Entered,"Conondale Timbers Sawmill","Aherns Road, Conondale","Sunshine Coast Regional Council"
602243,Entered,"Content Mine","Gulf Developmental Road, Croydon","Croydon Shire Council"
600034,Entered,"Coochin Coochin Homestead","J Bell Road, Boonah","Scenic Rim Regional Council"
601704,Entered,"Cook Shire Hall","42 Helen Street, Cooktown","Cook Shire Council"
600250,Entered,"Cook Terrace","249 Coronation Drive, Milton","Brisbane City Council"
601614,Entered,"Cook's Landing Place, Town of Seventeen Seventy","Round Hill Creek and Round Hill Head, Seventeen Seventy","Gladstone Regional Council"
601044,Entered,"Cooks Monument and Reserve","Charlotte Street, Cooktown","Cook Shire Council"
601147,Entered,"Cooktown Cemetery","Charlotte Street, Cooktown","Cook Shire Council"
600424,Entered,"Cooktown Hospital (former)","May Street, Cooktown","Cook Shire Council"
601535,Entered,"Cooktown Post and Telegraph Office (former)","121 Charlotte Street, Cooktown","Cook Shire Council"
600425,Entered,"Cooktown Powder Magazine","Webber Esplanade, Cooktown","Cook Shire Council"
601791,Entered,"Coolgarra Battery","Coolgarra Station, Mount Garnet","Tablelands Regional Council"
600224,Entered,Coorooman,"38 Dorchester Street, South Brisbane","Brisbane City Council"
602423,Entered,"Cooroora Masonic Temple (former)","9 Station Street, Pomona","Noosa Shire Council"
602688,Entered,"Cooroy Lower Mill Site Kiln","Lower Mill Road Cooroy, Cooroy","Noosa Shire Council"
602381,Entered,"Cooroy Railway Station","14 Myall Street, Cooroy","Noosa Shire Council"
600569,Entered,"Coorparoo Fire Station (former)","219 Cavendish Road, Coorparoo","Brisbane City Council"
602054,Entered,"Coorparoo School of Arts and RSL Memorial Hall","208 Cavendish Road, Coorparoo","Brisbane City Council"
650047,Entered,"Coorparoo State School","327 Old Cleveland Road, Coorparoo","Brisbane City Council"
602495,Entered,"Coorparoo Substation No. 210","12 Main Avenue, Coorparoo","Brisbane City Council"
600825,Entered,"Cooyar War Memorial","McDougall Street, Cooyar","Toowoomba Regional Council"
601022,Entered,"Corbett and Son Store (former)","446-452 Brunswick Street, Fortitude Valley","Brisbane City Council"
600657,Entered,"Corduroy Road Remains, Laidley","Toowoomba-Ipswich Road, Laidley","Lockyer Valley Regional Council"
600965,Entered,"Corfield & Fitzmaurice Store","63 Elderslie Street, Winton","Winton Shire Council"
600134,Entered,"Coronation Drive (North Quay) Retaining Wall","Coronation Drive, Brisbane City","Brisbane City Council"
600298,Entered,"Coronation Hotel","46 Montague Road, South Brisbane","Brisbane City Council"
601460,Entered,"Corpus Christi Church","136 Buckland Road, Nundah","Brisbane City Council"
600037,Entered,"Cotswold Cottage","Boonah Road, Maroon","Scenic Rim Regional Council"
601313,Entered,"Cottage (68 Stephen Street)","68 Stephen Street, Toowoomba","Toowoomba Regional Council"
602707,Entered,"Cotton Tree Caravan Park","Cotton Tree Parade, Cotton Tree","Sunshine Coast Regional Council"
600437,Entered,"Court House (former)","Samwell Street, Croydon","Croydon Shire Council"
601294,Entered,"Court House, Gayndah","20 Capper Street, Gayndah","North Burnett Regional Council"
600477,Entered,"Court House, Police Station and Residence","6 - 10 Cedar Street, Yungaburra","Tablelands Regional Council"
600348,Entered,Craigellachie,"10 Fosbery Street, Windsor","Brisbane City Council"
600286,Entered,Craigerne,"101 Windsor Road, Red Hill","Brisbane City Council"
600165,Entered,Craigston,"217 Wickham Terrace, Spring Hill","Brisbane City Council"
602780,Entered,"Crawford and Co. Building (former)","216 Mary Street, Gympie","Gympie Regional Council"
600080,Entered,"Credit Union Australia Building","501 Ann Street, Fortitude Valley","Brisbane City Council"
600218,Entered,Cremorne,"34 Mullens Street, Hamilton","Brisbane City Council"
601900,Entered,"Cressbrook Cemetery","off Jonsson Road, Evelyn","Tablelands Regional Council"
600503,Entered,"Cressbrook Homestead","Cressbrook Caboombah Road, Cressbrook","Somerset Regional Council"
600719,Entered,"Criterion Hotel","98 Wharf Street, Maryborough","Fraser Coast Regional Council"
600800,Entered,"Criterion Hotel","150 Quay Street, Rockhampton","Rockhampton Regional Council"
600962,Entered,"Criterion Hotel","84 Palmerin Street, Warwick","Southern Downs Regional Council"
602682,Entered,"Crohamhurst Observatory (former)","131 Crohamhurst Road, Crohamhurst","Sunshine Coast Regional Council"
600285,Entered,"Cross Terrace","44-50 Cairns Terrace, Red Hill","Brisbane City Council"
602403,Entered,"Crows Nest Post Office","19 Curnow Street, Crows Nest","Toowoomba Regional Council"
602376,Entered,"Croydon Cemetery","Julia Creek Road, Croydon","Croydon Shire Council"
601653,Entered,"Croydon Shire Hall","Samwell Street, Croydon","Croydon Shire Council"
600438,Entered,"Croydon State Emergency Services Building","Sircom Street, Croydon","Croydon Shire Council"
600440,Entered,"Croydon Station, Normanton to Croydon Railway","Helen Street, Croydon","Croydon Shire Council"
600261,Entered,"CSR Refinery (former)","Lamington Street, New Farm","Brisbane City Council"
600760,Entered,"Cunnamulla War Memorial Fountain","John Street, Cunnamulla","Paroo Shire Council"
600884,Entered,Currajong,"5 Castling Street, West End","Townsville City Council"
602720,Entered,"Currumbin Wildlife Sanctuary","28 Tomewin Street, Currumbin","Gold Coast City Council"
600151,Entered,"Custom Credit House","293 Queen Street, Brisbane City","Brisbane City Council"
600709,Entered,"Customs House and Residence (former)","Richmond Street, Maryborough","Fraser Coast Regional Council"
600715,Entered,"Customs House Hotel","116 Wharf Street, Maryborough","Fraser Coast Regional Council"
600530,Entered,"Customs House Museum","1 McLean Street, Goondiwindi","Goondiwindi Regional Council"
600817,Entered,"Customs House Rockhampton","208 Quay Street, Rockhampton","Rockhampton Regional Council"
602803,Entered,"Daintree Inn/Former Exchange Hotel","2 Front Street, Mossman","Douglas Shire Council"
602754,Entered,"Dalby Fire Station","21 New Street, Dalby","Western Downs Regional Council"
650036,Entered,"Dalby State High School","28B Nicholson Street, Dalby","Western Downs Regional Council"
602564,Entered,"Dalby Swimming Pool Complex","58 Patrick Street, Dalby","Western Downs Regional Council"
601018,Entered,"Dalby Town Council Chambers and Offices (former)","133 Cunningham Street, Dalby","Western Downs Regional Council"
600441,Entered,"Dalby War Memorial and Gates","Patrick Street, Dalby","Western Downs Regional Council"
602520,Entered,"Dalgety Offices and former Warehouse frontage","1-13 Sturt Street, Townsville","Townsville City Council"
