id,document,tag,content
264,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,"In one of these channels, on the south-east side of the island, a buoy is fastened, and a barge, a rickety-looking concern, is anchored-it looks all ready to sink. From hence the landing is made. Boats sent off from the island and the boats of the steamer take the passengers into shallow water, where they are met by spring-carts and drays, and taken ashore. A jetty is being built of conglomerate stone, found on the island, which will simplify the landing process. This jetty is a heavy work, owing to the great length it has to be carried out (some 1800 feet), ere deep water is reached."
267,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,"we reach ” the stockade,” after a march of about a quarter of a mile from the landing. The stockade is fenced with sawn hardwood, some 15 feet high, and after certain preliminaries are attended to, the party are admitted into a gravelled yard. Very nice, cool, and free from dust, this and all the other yards and walks about St. Helena"
283,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,"sleeping quarters. These consist of rooms, divided by partitions of hardwood, but open through strong gratings of hardwood on the face next the main corridor or passage of the prison; and cells, each for a man, who is completely shut off from his fellows."
284,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,"Lights are maintained all night in the corridors, and warders are on duty all the time, pacing their walks and rounds inside and outside the prison."
285,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,"passages are laid with heavy matting. The warders wear slippers; their movements can be seen, not heard."
291,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,"he storekeeper, Mr. North, conducts a school, at which some 15 little ones attend. They were all very young, and well up in the rudiments of a plain education."
294,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,"The practice is to hoist a signal flag on the Government steamer when there is a clergyman on board desirous of holding service. The men are mustered at once, and such as desire to attend do so. The others return to their work."
295,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,"The visiting justice comes down with every steamer, and the sheriff occasionally. Serious cases, and what may be considered the official business of the prison, are brought before these gentlemen. The superintendent attends to all other details."
296,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,"prisoners are allowed to communicate by letter with friends, at stated intervals, and letters are delivered to them: but all this correspondence has to come before the superintendent"
297,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,Visitors are also allowed to see the prisoners at stated periods.
299,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,There is a “library” on St. Helena.
300,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,"Mr Palmer, while in office, furnished most of the books, and some were contributed by other persons. With few exceptions, they are in a sorry plight. Years of use, in rough hands generally, have shaken them badly. The works are mostly of travels, and of the order instructive, with a few of the mildest kind of novels. There is quite a demand for this literature, and an extension of the collection seems amongst the things desirable for St. Helena."
301,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,"At various times men of considerable attainments have been inmates of the island. St. Helena was surveyed and mapped by one who had been an engineer officer on the staff of General Lee during the American war: and the offices of the justices, the superintendent, and others are decorated with maps, plans, and sketches of the island that bear testimony to the skill of the designers."
303,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,But news spreads somehow amongst these unfortunates. The late comers tell of what is going on in the outside world.
304,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,"Amongst the more intelligent men to whom “indulgences” are granted, a desire has arisen for information regarding the methods of carrying on war, military engineering, &c., and the excellent private library of the superintendent has been taxed in order to supply works that are not in the prison library, but which come within the range of literature allowed to prisoners."
306,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,"twelve years the prison has existed, and many of these men have been in a miserable plight on arrival, the mortality has been small."
307,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,there are also the graves of twelve men who had been prisoners upon the island. The graves are nicely kept;
308,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,"graves of the prisoners are also fenced, and a neat slab of timber bears the name, age, and number of each of those beneath. The names are notably good–-good English and Irish names. The information that the names given are not always those of the deceased, came with a jar. But they rest in peace there, on that beautiful grassy slope just above high-water mark, facing the east on St. Helena."
309,20 Mar 1878 - Life at St. Helena..pdf.txt,descriptions,"The garden of the superintendent is one of the finest in Queensland. It is not large, but the collection of useful and ornamental trees is rich and varied; and the place is kept in splendid order. The cocoanut and English oak, and scores of trees of less extreme qualities flourish there. Mr. M’Donald and his good lady have a keen sense for plants of every kind that have usefulness or beauty to recommend them."
344,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,descriptions,"Indulgence allowance is only granted after the probationary period is over, and this probationary period depends on previous convictions. If there are two previous convictions the period is six months, if three, nine months and so on."
357,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,descriptions,"bedding consists of three half-blankets. Except in the observation cells, once locked up, a man is entirely private and cannot be spied on from the outside. Cells and wards are arranged on either side of a brightly-lit passage, along which the warders patrol at night. In each ward are twelve men, six on each side, three above and three below, a narrow passage running up the centre, and an oil drum for a night-bucket stands at the head of the passage. The hammocks are slung from the walls and TWO IRON BARS. These bars form the passageway."
